id,release_date,movie,production_budget,domestic_gross,worldwide_gross
86,11/15/2002,ararat,15500000,1693000,1693000
87,04/13/2007,slow burn,15500000,1237615,1237615
88,04/22/2005,madison,15500000,517262,517262
89,02/26/2010,the yellow handkerchief,15500000,318623,318623
90,09/27/2002,wasabi,15300000,81525,7000000
91,03/31/2006,slither,15250000,7802450,12930343
92,11/16/1990,home alone,15000000,285761243,476684675
93,12/05/1984,beverly hills cop,15000000,234760478,316300000
94,05/16/1986,top gun,15000000,179800601,356799634
95,12/17/1982,tootsie,15000000,177200000,177200000
96,11/25/1987,3 men and a baby,15000000,167780960,167780960
97,11/26/2010,the kingâs speech,15000000,138797449,430821168
98,09/15/1999,american beauty,15000000,130058047,356258047
99,12/08/2000,"crouching tiger, hidden dragon",15000000,128067808,213514672
100,12/09/1988,twins,15000000,111936388,216600000
1,12/20/1996,scream,15000000,103046663,173046663
2,08/11/2017,annabelle: creation,15000000,102092201,305384865
3,10/25/2013,jackass presents: bad grandpa,15000000,102003019,160903019
4,06/28/1978,heaven can wait,15000000,98800000,98800000
5,12/18/1985,the color purple,15000000,93589701,93589701
6,11/28/2014,the imitation game,15000000,91125143,227740463
7,03/30/1988,beetlejuice,15000000,73839613,73887546
8,11/18/1959,ben-hur,15000000,73000000,73259017
9,01/18/2013,mama,15000000,71628180,148095566
10,10/10/1980,private benjamin,15000000,69847348,69847348
11,03/07/1980,coal miner's daughter,15000000,67182787,67182787
12,03/06/1987,lethal weapon,15000000,65192350,120192350
13,03/19/2010,diary of a wimpy kid,15000000,64003625,76954311
14,07/29/1983,national lampoonâs vacation,15000000,61400000,61400000
15,08/31/2007,halloween,15000000,58269151,77514401
16,09/30/2006,the queen,15000000,56441711,128885873
17,10/12/2007,why did i get married?,15000000,55204525,55934178
18,02/03/2012,the woman in black,15000000,54333290,128955898
19,12/21/1994,little women,15000000,50003303,50003303
20,01/01/1979,the deer hunter,15000000,50000000,50009253
21,08/10/2018,blackkklansman,15000000,49275340,93017335
22,02/03/2006,when a stranger calls,15000000,47860214,67215435
23,02/08/2002,big fat liar,15000000,47811275,52461017
24,08/15/1997,cop land,15000000,44906632,63706632
25,12/25/1997,wag the dog,15000000,43057470,64252038
26,02/22/2013,snitch,15000000,42930462,57907734
27,05/02/2003,the lizzie mcguire movie,15000000,42734455,55534455
28,12/04/2015,krampus,15000000,42725475,61788393
29,09/21/2012,end of watch,15000000,41003371,57586606
30,12/25/1998,the faculty,15000000,40283321,40283321
31,06/09/1993,what's love got to do with it,15000000,39100956,39100956
32,12/14/2001,not another teen movie,15000000,37882551,62401343
33,12/03/2014,wild,15000000,37880356,52460543
34,12/16/1962,lawrence of arabia,15000000,37495385,69995385
35,11/07/2014,the theory of everything,15000000,35893537,123327692
36,09/16/2011,drive,15000000,35060689,81357930
37,03/31/2000,the skulls,15000000,35007180,35007180
38,10/10/1966,hawaii,15000000,34562222,34562222
39,11/23/2018,the favourite,15000000,34366783,94113929
40,04/18/2003,malibu's most wanted,15000000,34308901,34499204
41,09/04/2009,all about steve,15000000,33862903,40127259
42,04/28/2000,where the heart is,15000000,33771174,40862054
43,08/28/2009,halloween 2,15000000,33392973,38512850
44,03/13/2009,the last house on the left,15000000,32752215,46526243
45,02/18/2005,because of winn-dixie,15000000,32647042,33508485
46,02/04/2005,the wedding date,15000000,31726995,47175038
47,09/25/1987,the princess bride,15000000,30857000,30859628
48,07/12/2002,halloween: resurrection,15000000,30259652,37659652
49,12/25/2007,the great debaters,15000000,30226144,30261293
50,08/22/2014,when the game stands tall,15000000,30127963,30138912
51,06/12/1981,clash of the titans,15000000,30000000,44400000
52,02/20/2004,confessions of a teenage drama queen,15000000,29331068,33118854
53,04/17/1998,the object of my affection,15000000,29145924,29145924
54,05/11/2007,28 weeks later,15000000,28638916,64232714
55,04/11/1997,grosse pointe blank,15000000,28084357,31070412
56,04/21/2000,love and basketball,15000000,27441122,27709625
57,09/08/2017,home again,15000000,27020284,37336874
58,10/27/2000,book of shadows: blair witch 2,15000000,26421314,47721314
59,10/10/1997,boogie nights,15000000,26410771,43111725
60,07/23/2010,ramona and beezus,15000000,26167002,27469621
61,08/27/2014,the november man,15000000,25018119,34820335
62,05/03/1996,the craft,15000000,24769466,55669466
63,12/28/2005,match point,15000000,23089926,87973835
64,11/05/1993,the remains of the day,15000000,22954968,63954968
65,01/15/1993,nowhere to run,15000000,22189039,52189039
66,09/22/2000,urban legends: final cut,15000000,21468807,38574362
67,03/29/2013,the place beyond the pines,15000000,21403519,47011449
68,10/20/2006,flicka,15000000,21000147,21896367
69,03/23/2007,the hills have eyes ii,15000000,20804166,37466538
70,04/29/2016,keanu,15000000,20591853,20688141
71,12/22/2010,country strong,15000000,20218921,20601987
72,10/11/2002,tuck everlasting,15000000,19161999,19344615
73,10/13/2006,the marine,15000000,18844784,22165608
74,07/24/1998,disturbing behavior,15000000,17507368,19014238
75,03/06/1998,the big lebowski,15000000,17498804,46189568
76,07/25/2014,a most wanted man,15000000,17237855,36068890
77,06/26/2009,the hurt locker,15000000,17017811,49894223
78,01/28/2000,eye of the beholder,15000000,16500786,18260865
79,11/02/2012,the man with the iron fists,15000000,15634090,22018988
80,05/11/1984,firestarter,15000000,15136870,15136870
81,02/01/2019,miss bala,15000000,14998027,15362298
82,11/30/2012,killing them softly,15000000,14945541,39238443
83,04/20/2001,freddy got fingered,15000000,14249005,14249005
84,08/19/2011,one day,15000000,13843771,59168692
85,06/25/2004,de-lovely,15000000,13337299,18524496
86,10/02/2009,whip it,15000000,13077184,18889972
87,01/11/2008,the pirates who don't do anything: a veggietales movie,15000000,12981269,13248444
88,01/23/2008,u2 3d,15000000,12898847,26170402
89,09/01/2000,highlander: endgame,15000000,12801190,12801190
90,01/20/2017,the founder,15000000,12786053,24403192
91,08/25/2006,idlewild,15000000,12669914,12669914
92,04/25/2003,confidence,15000000,12212417,12212417
93,10/11/2002,knockaround guys,15000000,11660180,12419700
94,08/27/1999,the muse,15000000,11614954,11614954
95,04/03/1998,barney's great adventure,15000000,11156471,11156471
96,03/01/1989,new york stories,15000000,10763469,10763469
97,11/25/1998,home fries,15000000,10513979,10513979
98,03/24/2000,here on earth,15000000,10494147,10845127
99,10/08/2004,raise your voice,15000000,10411980,14811980
100,12/18/1985,brazil,15000000,9929135,9932146
1,04/23/1993,the dark half,15000000,9579068,9579068
2,03/02/2007,black snake moan,15000000,9396870,10951153
3,02/21/2003,dark blue,15000000,9237470,12262065
4,06/22/2007,a mighty heart,15000000,9176787,19153568
5,09/30/1983,brainstorm,15000000,8921050,8921050
6,09/23/2016,queen of katwe,15000000,8874389,10055481
7,03/24/2000,whatever it takes,15000000,8735529,8735529
8,03/21/2003,boat trip,15000000,8586376,14933713
9,05/22/2002,the importance of being earnest,15000000,8378141,8378141
10,05/21/1999,the love letter,15000000,8322608,9010980
11,05/05/2006,hoot,15000000,8117637,8224998
12,02/08/2008,in bruges,15000000,7800825,34533783
13,01/04/2013,promised land,15000000,7597898,12394562
14,10/08/2001,mulholland drive,15000000,7219578,20785973
15,06/08/2018,hotel artemis,15000000,6708137,12758799
16,08/20/2008,the rocker,15000000,6409528,8767338
17,08/21/2009,post grad,15000000,6382178,6563402
18,06/19/2009,whatever works,15000000,5306706,35106706
19,07/19/2000,the in crowd,15000000,5217498,5217498
20,12/14/2005,los tres entierros de melquiades estrada,15000000,5027684,13454474
21,09/24/1999,jakob the liar,15000000,4956401,4956401
22,09/28/2007,se jie,15000000,4604982,65167430
23,10/21/2005,"kiss kiss, bang bang",15000000,4235837,16829464
24,04/30/1999,idle hands,15000000,4023741,4023741
25,10/30/2015,scouts guide to the zombie apocalypse,15000000,3703046,15554855
26,01/26/2007,blood and chocolate,15000000,3526588,6551310
27,09/22/2010,you will meet a tall dark stranger,15000000,3247816,34247816
28,10/23/2015,rock the kasbah,15000000,3020665,3386153
29,09/15/2010,never let me go,15000000,2434652,11173718
30,09/09/2016,the disappointments room,15000000,2423467,3503761
31,12/25/2003,the company,15000000,2281585,3396508
32,07/18/2008,transsiberian,15000000,2203641,6379575
33,10/22/1999,crazy in alabama,15000000,1954202,1954202
34,01/17/1986,the clan of the cave bear,15000000,1953732,1953732
35,02/03/2017,the comedian,15000000,1658706,1658706
36,03/14/2008,funny games,15000000,1294640,8200127
37,06/02/2006,banlieue 13,15000000,1200216,11599903
38,11/12/1999,felicia's journey,15000000,824295,1970268
39,01/25/2002,metropolis,15000000,673414,1405032
40,10/16/2015,cã¬kã¨ niã¨ yinniã¡ng,15000000,632542,11279884
41,12/01/1995,things to do in denver when you're dead,15000000,529766,529766
42,04/26/2013,the reluctant fundamentalist,15000000,528731,528731
43,02/06/2004,the return,15000000,501752,5953886
44,07/25/2003,buffalo soldiers,15000000,353743,353743
45,04/25/2003,steal (canadian release),15000000,220944,220944
46,08/27/2010,centurion,15000000,123570,7885048
47,10/23/2009,ong-bak 2,15000000,102458,7583050
48,12/31/1996,silent trigger,15000000,76382,76382
49,08/01/2008,midnight meat train,15000000,73548,1590246
50,09/06/2013,winnie mandela,15000000,61847,61847
51,11/04/2011,the son of no one,15000000,30680,1148578
52,10/25/2002,all the queen's men,15000000,22723,22723
53,10/05/2007,the good night,15000000,22441,22441
54,12/06/2013,khumba,15000000,0,20898221
55,05/05/2015,a few best men,15000000,0,17224539
56,10/10/2014,autã³mata,15000000,0,6775458
57,12/31/2015,chiamatemi francesco - il papa della gente,15000000,0,3925769
58,12/31/2008,bathory,15000000,0,3436763
59,02/05/2010,san suk si gin,15000000,0,2013340
60,12/31/2005,dungeons & dragons: wrath of the dragon god,15000000,0,909822
61,02/17/2017,in dubious battle,15000000,0,214182
62,09/01/2015,broken horses,15000000,0,3471
